stratum,pmid,year,journal,title,abstract_start,arm,relevant_yn,screened_by,date,note
added,28470657,2017,Klinische Monatsblatter fur Augenheilkunde,[Morphologic Corneal Changes after Crosslinking for Keratoconus].,"Keratoconus is a relatively common (1 : 2000) bilateral disease leading to a change in biochemical and biomechanical corneal structure as well as thinning and ectasia. For more than 10 years, crosslinking has been a therapeutic option in cases of progression. Using riboflavin and UVA-radiation, the ",riboflavin_uv|bare_crosslink+disease,,,,
added,35313746,2022,European journal of ophthalmology,Safety of collagen cross linking in advanced keratoconus in a patient with scleroderma.,A 26-year-old female presented to us with complaints of progressive loss of vision in right eye (RE) since past 6 months. Patient was a known case of generalized systemic sclerosis with hypothyroidism for the past 2 years and was under treatment with a rheumatologist Physical features of scleroderma,collagen_cxl_phrase,,,,
added,38357612,2023,"Medical hypothesis, discovery & innovation ophthalmology journal",Outcomes of the Q value-based nomogram in managing pediatric versus adult keratoconus: a prospective interventional study.,"BACKGROUND: Keratoconus (KCN) is an ectatic disorder of the cornea characterized by stromal weakness and apical protrusion of the cornea, and is associated with a gradual and painless reduction in visual acuity. KCN in pediatric patients has certain important characteristics, such as a progressive a",CXL_abbrev,,,,
added,28552439,2017,Archivos de la Sociedad Espanola de Oftalmologia,Sterile infiltrates after cross-linking.,"CASE REPORT: A 20 year-old woman presented with an asymmetric bilateral keratoconus. Cross-linking of the right eye was performed due of its topographic and pachymetric conditions. Three days after the procedure, the patient presented with some corneal infiltrates that where classified as sterile. D",bare_crosslink+disease,,,,
added,40547853,2021,Veterinarni medicina,Efficacy of riboflavin/UV-A corneal phototherapy as stand-alone treatment for ulcerative keratitis in horses.,The purpose of this study was to assess the efficacy of riboflavin/UV-A corneal phototherapy in comparison with topical antimicrobials for the treatment of corneal ulcers in horses. Nineteen horses with a diagnosis of corneal ulceration were randomised to receive either corneal phototherapy (11 hors,corneal_cxl_phrase|collagen_cxl_phrase|riboflavin_uv,,,,
added,24999102,2014,The ocular surface,Epithelium-off photochemical corneal collagen cross-linkage using riboflavin and ultraviolet a for keratoconus and keratectasia: a systematic review and meta-analysis.,"This report presents the results of a systematic review and meta-analyses of studies on epithelium-off photochemical corneal collagen cross-linkage for the management of keratoconus and secondary ectasia. The literature search identified 3,400 records of which 49 were considered for inclusion in the",corneal_cxl_phrase|collagen_cxl_phrase|epi_on_off|riboflavin_uv,,,,
added,23807006,2013,Cornea,"Impact of keratoconus, cross-linking and cross-linking combined with topography-guided photorefractive keratectomy on self-reported quality of life: a 3-year update.",,bare_crosslink+disease,,,,
added,31849445,2019,"Clinical ophthalmology (Auckland, N.Z.)",Visual and Refractive Long-Term Outcomes Following Standard Cross-Linking in Progressive Keratoconus Management.,"PURPOSE: To analyze the effectiveness and stability of the refractive, topographic and visual outcomes of the standard cross-linking (SCXL) in keratoconus (KC) management. PATIENTS AND METHODS: This study was designed as a retrospective non-comparative study that included 28 KC patients (n=49 eyes) ",bare_crosslink+disease,,,,
added,21498616,2011,Investigative ophthalmology & visual science,Combined nonlinear and femtosecond confocal laser-scanning microscopy of rabbit corneas after photochemical cross-linking.,PURPOSE: Photochemical cross-linking of corneal stromal collagen using riboflavin and ultraviolet irradiation is an evolving treatment for keratoconus. The purpose of the present study was to investigate the wound-healing process in rabbit corneas after cross-linking. METHODS: Photochemical cross-li,riboflavin_uv|bare_crosslink+disease,,,,
added,34263132,2021,Therapeutic advances in ophthalmology,Advances in the diagnosis and treatment of keratoconus.,"Keratoconus had traditionally been considered a rare disease at a time when the imaging technology was inept in detecting subtle manifestations, resulting in more severe disease at presentation. The increased demand for refractive surgery in recent years also made it essential to more effectively de",corneal_cxl_phrase,,,,
added,37277716,2023,BMC ophthalmology,Increased METTL3 expression and m6A RNA methylation may contribute to the development of dry eye in primary Sjögren's syndrome.,"BACKGROUND: Primary Sjögren's syndrome (pSS) is a chronic autoimmune disorder defined by xerostomia and keratoconjunctivitis sicca, and its etiology remains unknown. N6-methyladenosine (m6A) is the predominant posttranscriptional modification in eukaryotic mRNAs and is dynamically regulated by m6A r",none_in_text,,,,
added,31755807,2019,Journal of ocular pharmacology and therapeutics : the official journal of the Association for Ocular Pharmacology and Therapeutics,Ophthalmic Drug Delivery Using Iontophoresis: Recent Clinical Applications.,Background: Iontophoresis is a noninvasive delivery system designed to overcome barriers to ocular penetration of topical ophthalmic medications by employing a low-amplitude electrical current to promote the migration of a charged drug substance across biological membranes. Trans-scleral iontophores,corneal_cxl_phrase,,,,
added,24257538,2013,Redox report : communications in free radical research,UVA irradiation of riboflavin generates oxygen-dependent hydroxyl radicals.,"OBJECTIVES/METHODS: The aim of this study was to verify the formation of hydroxyl radicals (·OH) after ultraviolet A (UVA) irradiation of riboflavin (RF) by spin trapping with 5,5-dimethyl-1-pyrroline-N-oxide (DMPO), and electron spin resonance spectroscopy. RESULTS: We found that ·OH were generated",riboflavin_uv|bare_crosslink+disease,,,,
added,22553753,2012,International journal of ophthalmology,Study on the optical property and biocompatibility of a tissue engineering cornea.,AIM: To study the optical property and biocompatibility of a tissue engineering cornea. METHODS: : The cross-linker of N-(3-Dimethylaminoropyl)-N'ethylcarbodiimide hydrochloride (EDC)/N-Hydroxysuccinimide (NHS) was mixed with Type I collagen at 10% (weight/volume). The final solution was molded to t,collagen_cxl_phrase,,,,
added,31872325,2019,Lasers in medical science,Rose bengal photodynamic antimicrobial therapy to inhibit Pseudomonas aeruginosa keratitis isolates.,To evaluate the in vitro efficacy of rose bengal and riboflavin photodynamic antimicrobial therapy for inhibition the growth of four Pseudomonas aeruginosa (P. aeruginosa) isolates. Four different clinical P. aeruginosa isolates were collected from patients with confirmed keratitis. Each strain was ,riboflavin_uv,,,,
added,25063407,2014,Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine,Acoustic radiation force for noninvasive evaluation of corneal biomechanical changes induced by cross-linking therapy.,"OBJECTIVES: To noninvasively measure changes in corneal biomechanical properties induced by ultraviolet-activated riboflavin cross-linking therapy using acoustic radiation force (ARF). METHODS: Cross-linking was performed on the right eyes of 6 rabbits, with the left eyes serving as controls. Acoust",riboflavin_uv|bare_crosslink+disease,,,,
added,29778118,2018,Journal of cataract and refractive surgery,Erratum.,"METHODS: …The systems were the Paracel/Vibex Xtra, comprising riboflavin 0.25% solution containing TRIS and ethylenediaminetetraacetic acid and an isotonic solution of riboflavin 0.25%, (Group 1) and the CXLO system (Group 2)…. RESULTS: The mean riboflavin fluorescence intensity grades in Group 2 (4",CXL_abbrev,,,,
added,37074409,2023,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,Corneal stromal regeneration-keratoconus cell therapy: a review.,BACKGROUND: Keratoconus is a corneal ectatic disease caused by stromal thinning leading to astigmatism and progressive loss of vision. Loss of the keratocytes and excessive degradation of collagen fibres by matrix metalloproteinases are the molecular signatures of the disease. Despite several limita,corneal_cxl_phrase|collagen_cxl_phrase,,,,
added,24205928,2013,Ocular immunology and inflammation,Increased reaction after cross-linking in keratoconus melanoderm patients.,,bare_crosslink+disease,,,,
added,31019909,2019,Frontiers in bioengineering and biotechnology,"A Review of Structural and Biomechanical Changes in the Cornea in Aging, Disease, and Photochemical Crosslinking.","The study of corneal biomechanics is motivated by the tight relationship between biomechanical properties and visual function within the ocular system. For instance, variation in collagen fibril alignment and non-enzymatic crosslinks rank high among structural factors which give rise to the cornea's",CXL_abbrev|bare_crosslink+disease,,,,
added,32896387,2020,Ophthalmology,Re: Prajna et al.: Cross-Linking-Assisted Infection Reduction: a randomized clinical trial evaluating the effect of adjuvant cross-linking on outcomes in fungal keratitis (Ophthalmology. 2020;127:159-,,bare_crosslink+disease,,,,
added,35692966,2022,Journal of ophthalmology,Crosslinking vs. Observation in Fellow Eyes of Keratoconus Patients.,PURPOSE: To evaluate whether unilateral crosslinking (CXL) and conservative follow-up of the fellow eye is an acceptable management strategy in patients with keratoconus (KC). METHODS: Seventy-nine fellow eyes of KC subjects that initially underwent unilateral CXL were included. Thirty fellow eyes u,CXL_abbrev|bare_crosslink+disease,,,,
added,32983439,2020,Annals of medicine and surgery (2012),Corneal parameters 18 Months following collagen cross-linkage treatment (CXL) for keratoconus in western Saudi Arabia: A prospective cohort study.,"INTRODUCTION: keratoconus is a common disease in the general population, with prevalence ranging up to 200 per 100 000 with a reported increase in Saudi Arabia. Collagen Cross-Linkage is now an established treatment in isolation and in conjunction with other modalities for managing keratoconus. Our ",collagen_cxl_phrase|CXL_abbrev,,,,
added,40023354,2025,American journal of ophthalmology,Efficacy of Customized Photorefractive Keratectomy With Cross-Linking Versus Cross-Linking Alone in Progressive Keratoconus: A Systematic Review and Meta-Analysis.,TOPIC: This review evaluates the effectiveness and safety of combining cPRK with CXL versus CXL alone in improving visual outcomes for patients with progressive keratoconus. DESIGN: Systematic review and meta-analysis. CLINICAL RELEVANCE: Keratoconus leads to vision loss and affects quality of life.,CXL_abbrev|bare_crosslink+disease,,,,
added,41411984,2025,Journal francais d'ophtalmologie,Risk factors for keratoconus progression and changes in corneal swept source OCT parameters.,"PURPOSE: Identifying progression of keratoconus (KC) at an early stage remains a significant but important challenge, because it allows the treatment of patients before the disease affects their vision. This study aimed to analyze the risk factors for KC progression and the changes in CASIA-2 swept ",CXL_abbrev|bare_crosslink+disease,,,,
added,32751471,2020,International journal of molecular sciences,Corneal UV Protective Effects of a Topical Antioxidant Formulation: A Pilot Study on In Vivo Rabbits.,This study aimed to evaluate the protective effect of a topical antioxidant and ultraviolet (UV) shielding action formulation containing riboflavin and D-α-tocopherol polyethylene glycol succinate (TPGS) vitamin E against corneal UV-induced damage in vivo rabbit eyes. In vivo experiments were perfor,riboflavin_uv,,,,
added,29657977,2018,BMJ open ophthalmology,Expert practice patterns and opinions on corneal cross-linking for infectious keratitis.,OBJECTIVE: To assess the current opinion and practice patterns from cornea experts regarding the benefit of corneal cross-linking (CXL) for infectious keratitis (IK). METHODS AND ANALYSIS: An international survey was distributed to corneal specialists via an internet survey. The survey data collecte,corneal_cxl_phrase|CXL_abbrev,,,,
added,40083774,2025,Bioactive materials,In situ UNIversal Orthogonal Network (UNION) bioink deposition for direct delivery of corneal stromal stem cells to corneal wounds.,The scarcity of human donor corneal graft tissue worldwide available for corneal transplantation necessitates the development of alternative therapeutic strategies for treating patients with corneal blindness. Corneal stromal stem cells (CSSCs) have the potential to address this global shortage by a,collagen_cxl_phrase,,,,
added,39140888,2024,European journal of ophthalmology,A bibliometric and citation network analysis of crosslinking.,Purpose: Research on crosslinking has focused mainly on trying to slow the progression of keratoconus. The objective of this bibliometric analysis is to determine the relationships between the different publications and authors. As well as to identify the different areas of research on crosslinking.,collagen_cxl_phrase|riboflavin_uv,,,,
added,28546941,2017,International journal of ophthalmology,Role of corneal collagen fibrils in corneal disorders and related pathological conditions.,"The cornea is a soft tissue located at the front of the eye with the principal function of transmitting and refracting light rays to precisely sense visual information. Corneal shape, refraction, and stromal stiffness are to a large part determined by corneal fibrils, the arrangements of which defin",corneal_cxl_phrase,,,,
added,33031809,2020,Ophthalmology,Cross-Linking Assisted Infection Reduction: One-year Follow-up of a Randomized Clinical Trial Evaluating Cross-Linking for Fungal Keratitis.,,bare_crosslink+disease,,,,
added,39803133,2024,Cureus,Experimental Evaluation of Ocular Rigidity and Pressure-Volume Relationship After Ex-Vivo Scleral Cross-Linking With Riboflavin and Ultraviolet A in Porcine Eyes.,PURPOSE: Scleral cross-linking (SXL) with ultraviolet A (UVA) and riboflavin has already been used in laboratory studies for scleral stiffness increase as a potential treatment for progressive myopia and scleral ectasia. This study aims to investigate whether the regional application of scleral cros,riboflavin_uv|bare_crosslink+disease,,,,
added,20091179,2010,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,Bactericidal effect of photo-activated riboflavin using UVA.,,riboflavin_uv,,,,
added,25830534,2015,PloS one,Understanding of the viscoelastic response of the human corneal stroma induced by riboflavin/UV-a cross-linking at the nano level.,"PURPOSE: To investigate the viscoelastic changes of the human cornea induced by riboflavin/UV-A cross-linking using Atomic Force Microscopy (AFM) at the nano level. METHODS: Seven eye bank donor corneas were investigated, after gently removing the epithelium, using a commercial AFM in the force spec",riboflavin_uv|bare_crosslink+disease,,,,
added,32318286,2020,Journal of ophthalmology,"Extrusion of Femtosecond Laser-Implanted Intrastromal Corneal Ring Segments in Keratoconic Eyes: Prevalence, Risk Factors, and Clinical Outcomes.","PURPOSE: To evaluate the prevalence, possible risk factors, and clinical results of femtosecond laser implanted intrastromal corneal ring segment (ICRS) extrusion in keratoconic eyes. Patients and Methods. This is a retrospective observational study evaluating 333 eyes of 269 patients who were subje",CXL_abbrev|bare_crosslink+disease,,,,
added,34711207,2021,BMC veterinary research,Mechanical behaviour of healthy versus alkali-lesioned corneas by a porcine organ culture model.,"BACKGROUND: Cornea is a composite tissue exhibiting nonlinear and time-dependent mechanical properties. Corneal ulcers are one of the main pathologies that affect this tissue, disrupting its structural integrity and leading to impaired functions. In this study, uniaxial tensile and stress-relaxation",riboflavin_uv|bare_crosslink+disease,,,,
added,28855517,2017,Scientific reports,Cross-linked decellularized porcine corneal graft for treating fungal keratitis.,"This study aims to develop a cross-linked decellularized porcine corneal graft (cDPC) as a substitute for lamellar donor corneas and to evaluate the feasibility of using cDPC to treat fungal keratitis. The cDPC was prepared by decellularization, chemical crosslinking and γ-ray irradiation. Transpare",bare_crosslink+disease,,,,
added,23714037,2013,[Zhonghua yan ke za zhi] Chinese journal of ophthalmology,[Advanced research in the safety of UVA-riboflavin cross-linking for strengthening corneal and scleral tissue].,"UVA-riboflavin cross-linking is an effective approach to increase the mechanical and biochemical rigidity of the collagen fiber, which has been used in treating some corneal diseases such as keratoconus, and might become a new treatment modality for strengthening scleral tissue to prevent progressiv",riboflavin_uv|bare_crosslink+disease,,,,
added,18498974,2008,Journal of cataract and refractive surgery,Crosslinking for iatrogenic keratectasia after LASIK and for keratoconus.,,bare_crosslink+disease,,,,
added,21110504,2010,Bulletin de la Societe belge d'ophtalmologie,UVA/riboflavin crosslinking as treatment for corneal melting.,PURPOSE: To demonstrate that UVA/riboflavin crosslinking (CXL) can stop corneal melting in therapy resistant infectious corneal ulceration. METHODS: We will present a case report on a 70-year-old female patient referred for severe infectious ulcerative keratitis caused by Pseudomonas aeruginosa. Aft,CXL_abbrev|riboflavin_uv|bare_crosslink+disease,,,,
added,17900232,2007,Journal of ocular pharmacology and therapeutics : the official journal of the Association for Ocular Pharmacology and Therapeutics,Induction of ultraviolet cataracts in vitro: prevention by pyruvate.,Ultraviolet (UV) radiation is one of the important cataract risk factors. The present studies examined the hypothesis that this effect is due to the UV penetration through the cornea and subsequent induction of a photochemical generation of reactive species of oxygen (ROS) in the aqueous and lens. T,none_in_text,,,,
added,21282989,2011,Cornea,UV-riboflavin cross-linking of the cornea in bullous keratopathy: appraising the rationale.,,bare_crosslink+disease,,,,
added,35187443,2019,Beyoglu eye journal,Alterations in Corneal Biomechanical and Topographic Features After Accelerated Crosslinking: 1-Year Results.,"OBJECTIVES: To determine the biomechanical and topographic alterations within the first year after accelerated crosslinking (CXL) treatment in patients with keratoconus. METHODS: In this prospective study, 52 eyes of 52 patients with progressive keratoconus underwent accelerated CXL were included. A",CXL_abbrev|bare_crosslink+disease,,,,
added,33624461,2021,Journal of biomedical optics,Heartbeat optical coherence elastography: corneal biomechanics in vivo.,SIGNIFICANCE: Mechanical assessment of the cornea can provide important structural and functional information regarding its health. Current clinically available tools are limited in their efficacy at measuring corneal mechanical properties. Elastography allows for the direct estimation of mechanical,CXL_abbrev|bare_crosslink+disease,,,,
added,24386903,2014,Expert opinion on drug delivery,"Fast-dissolving ocular films of riboflavin acetate conjugate for treatment of keratoconus in UVA-CXL procedure: ex vivo permeation, hemolytic toxicity and apoptosis detection.","BACKGROUND: Attempts to facilitate corneal epithelial penetration of riboflavin (Rb) without de-epithelization, so far, include the use of penetration enhancers, to devitalize corneal epithelium in order to disturb tight epithelial interjunctional complexes and zonulae occludentes. Though such appro",CXL_abbrev|riboflavin_uv,,,,
added,27982203,2016,Arquivos brasileiros de oftalmologia,Crosslinking enters public health armamentarium in Brazil.,,bare_crosslink+disease,,,,
added,39435192,2024,Cureus,Harnessing Corneal Stromal Regeneration for Vision Restoration: A Comprehensive Review of the Emerging Treatment Techniques for Keratoconus.,"Keratoconus is a progressive corneal disorder characterized by thinning and conical protrusion, leading to visual impairment that often necessitates advanced treatment strategies. Traditional management options, including corrective lenses, corneal cross-linking (CXL), and surgical interventions suc",corneal_cxl_phrase|CXL_abbrev,,,,
added,33000763,2020,Biofabrication,Ultra-stiff compressed collagen for corneal perforation patch graft realized by in situ photochemical crosslinking.,"Despite the potential of a collagen construct, consisting of a major extracellular matrix component of the native cornea, as a patch graft to treat the corneal perforation, there has still been difficulty in acquiring sufficient mechanical properties for clinical availability. This study developed a",bare_crosslink+disease,,,,
added,19432845,2009,Acta ophthalmologica,Histological changes in human cornea after cross-linking with riboflavin and ultraviolet A.,,riboflavin_uv|bare_crosslink+disease,,,,
added,37859806,2023,Molecular vision,Collagen crosslinking impacts stromal wound healing and haze formation in a rabbit phototherapeutic keratectomy model.,"PURPOSE: The purpose of this study was to evaluate the elastic modulus, keratocyte-fibroblast-myocyte transformation, and haze formation of the corneal stroma following combined phototherapeutic keratectomy (PTK) and epithelium-off UV-A/riboflavin corneal collagen crosslinking (CXL) using an in vivo",corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev|epi_on_off|riboflavin_uv,,,,
added,41982825,2025,Journal of current ophthalmology,Mesenchymal Stem Cell-Derived Exosomes for Keratoconus: A Novel Therapeutic Approach.,"Keratoconus (KC) is a progressive corneal ectatic disorder with limited treatment options addressing its underlying pathophysiology. Current therapies, including corneal cross-linking and transplantation, focus on halting progression rather than reversing damage. Mesenchymal stem cell-derived exosom",corneal_cxl_phrase,,,,
added,34424223,2021,Eye & contact lens,Identifying Eyes That Can Benefit From Cross-linking Is Mostly a Question of Clinical Judgment.,,bare_crosslink+disease,,,,
added,32703392,2020,Ophthalmology,Re: Prajna et al.: Cross-Linking-Assisted Infection Reduction (CLAIR): A randomized clinical trial evaluating the effect of adjuvant cross-linking on outcomes in fungal keratitis (Ophthalmology. 2020;,,bare_crosslink+disease,,,,
added,42686044,2025,Cornea,Outcomes of the Sub400 Protocol and Contact Lens-Assisted Corneal Cross-Linking in Advanced Thin-Cornea Keratoconus: Clinical Efficacy and Long-Term Visual Stability.,PURPOSE: To compare the clinical outcomes of the sub400 protocol and contact lens-assisted corneal cross-linking (CACXL) in patients with keratoconus with corneal thickness below 400 μm. METHODS: This retrospective study included 88 eyes of 88 patients with progressive keratoconus and thinnest pachy,corneal_cxl_phrase|CXL_abbrev|mesh_CXL,,,,
added,29673063,2018,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,UV light crosslinking regresses mature corneal blood and lymphatic vessels and promotes subsequent high-risk corneal transplant survival.,Immunologic graft rejection is the main complication after corneal transplant into pathologically prevascularized so-called high-risk eyes. The aim of this study was to evaluate whether ultraviolet (UV) light crosslinking can regress pathologic corneal blood and lymphatic vessels and thereby improve,corneal_cxl_phrase|riboflavin_uv,,,,
added,37483635,2023,Frontiers in immunology,Sequence variants contributing to dysregulated inflammatory responses across keratoconic cone surface in adolescent patients with keratoconus.,"BACKGROUND: Keratoconus (KTCN) is the most common corneal ectasia resulting in a conical shape of the cornea. Here, genomic variation in the corneal epithelium (CE) across the keratoconic cone surface in patients with KTCN and its relevance in the functioning of the immune system were assessed. METH",CXL_abbrev,,,,
added,35773078,2022,Ophthalmology,Epithelial Demarcation Line after Crosslinking.,,bare_crosslink+disease,,,,
added,26057328,2015,Cornea,Effect of the Regenerative Agent Poly(Carboxymethylglucose Sulfate) on Corneal Wound Healing After Corneal Cross-Linking for Keratoconus.,"PURPOSE: To evaluate the effect of a regenerative agent (RGTA) [Cacicol20-poly(carboxymethyl glucose sulfate); OTR3, Paris, France] on corneal reepithelialization and pain after corneal cross-linking (CXL) for keratoconus. METHODS: In this prospective comparative (contralateral) clinical study, pati",corneal_cxl_phrase|CXL_abbrev,,,,
added,41460917,2025,Eye & contact lens,Evaluation of Optical Coherence Tomography-Angiography Findings in Keratoconus Patients Treated With Accelerated Cross-linking Protocol.,PURPOSE: To examine the impact of an accelerated cross-linking (A-CXL) protocol on retinal microvascularization in the treatment of keratoconus using optical coherence tomography-angiography (OCT-A). METHODS: The trial included 49 eyes receiving A-CXL therapy for keratoconus. Retinal and optic nerve,CXL_abbrev|bare_crosslink+disease,,,,
added,25397786,2014,"Eye (London, England)",Response to O'Brart: 'Is accelerated cross-linking the way forward? Yes or No'.,,bare_crosslink+disease,,,,
added,39342257,2024,Journal of nanobiotechnology,Responsive porous microneedles with riboflavin ocular microinjection capability for facilitating corneal crosslinking.,"Riboflavin-5-phosphate (riboflavin) is the most commonly used photosensitizer in corneal crosslinking (CXL); while its efficient delivery into the stroma through the corneal epithelial barrier is challenging. In this paper, we presented novel responsive porous microneedles with ocular microinjection",corneal_cxl_phrase|CXL_abbrev,,,,
added,29952798,2018,Cornea,Evaluation of the Effectiveness of Cross-Linking Combined With Photorefractive Keratectomy for Treatment of Keratoconus.,PURPOSE: To evaluate the effectiveness and safety of combined epithelium-off cross-linking (CXL) with photorefractive keratectomy (CXL Plus) for correction of the myopic and astigmatic components of keratoconus. METHODS: Seventy-nine eyes of 46 patients who underwent CXL Plus were enrolled in this r,CXL_abbrev|epi_on_off|bare_crosslink+disease,,,,
