pmid,year,journal,title,decision,stage,rule_id,detail,flags
31073520,2019,BioMed research international,Whether Keratectasia Area Shown in Corneal Topography Is Appropriate for Evaluating the Effect of Corneal Cross-Linking for Keratoconus: A 12-Month Follow-Up Study.,keep,keep,keep.content,signal='Cross-Link' ophth='Keratectasia',
31059583,2019,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Early Changes of Ocular Biological Parameters in Rhesus Monkeys After Scleral Cross-linking With Riboflavin/Ultraviolet-A.,keep,keep,keep.content,signal='Cross-link' ophth='Ocular',ophthalmology_journal
31041523,2019,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,Evaluation of corneal cross-linking as adjuvant therapy for the management of fungal keratitis.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
31040638,2019,"Clinical ophthalmology (Auckland, N.Z.)","Management of progressive keratoconus with partial topography-guided PRK combined with refractive, customized CXL - a novel technique: the enhanced Athens protocol.",keep,keep,keep.content,signal='CXL' ophth='keratocon',ophthalmology_journal
31033731,2019,Current opinion in ophthalmology,Update on Bowman layer transplantation.,keep,keep,keep.content,signal='crosslink' ophth='ectatic',ophthalmology_journal
31033693,2019,Cornea,Trends in Research Related to Keratoconus From 2009 to 2018: A Bibliometric and Knowledge Mapping Analysis.,keep,keep,keep.content,signal='cross-link' ophth='Keratocon',ophthalmology_journal
31033692,2019,Cornea,Long-Term Results of Accelerated Corneal Cross-Linking in Adolescent Patients With Keratoconus.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',ophthalmology_journal
31026242,2019,Cornea,Iontophoretic Transepithelial Collagen Cross-Linking Versus Epithelium-Off Collagen Cross-Linking in Pediatric Patients: 3-Year Follow-Up.,keep,keep,keep.content,signal='Cross-Link' ophth='Epitheli',ophthalmology_journal
31019909,2019,Frontiers in bioengineering and biotechnology,"A Review of Structural and Biomechanical Changes in the Cornea in Aging, Disease, and Photochemical Crosslinking.",keep,keep,keep.content,signal='Crosslink' ophth='Cornea',
31014449,2019,Deutsches Arzteblatt international,Corneal Collagen Cross-Linking in the Stabilization of Keratoconus.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',
31012258,2019,Veterinary ophthalmology,Corneal cross-linking (CXL)-A clinical study to evaluate CXL as a treatment in comparison with medical treatment for ulcerative keratitis in horses.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
31003798,2019,Journal of cataract and refractive surgery,Two-year outcomes of a randomized controlled trial of transepithelial corneal crosslinking with iontophoresis for keratoconus.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
30999334,2019,Klinische Monatsblatter fur Augenheilkunde,Successful Big Bubble-Assisted Deep Anterior Lamellar Keratoplasty in a Patient with Intracorneal Ring Segments and Previous Corneal Collagen Cross-Linking for Keratoconus.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',ophthalmology_journal;no_abstract
30997402,2019,BMJ open ophthalmology,Bandage contact lens and topical steroids are risk factors for the development of microbial keratitis after epithelium-off CXL.,keep,keep,keep.content,signal='epithelium-off' ophth='keratitis',ophthalmology_journal
30984983,2019,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Biomechanical Impact of Localized Corneal Cross-linking Beyond the Irradiated Treatment Area.,keep,keep,keep.content,signal='Cross-link' ophth='Cornea',ophthalmology_journal
30984419,2019,Journal of ophthalmology,10-Year Results of Standard Cross-Linking in Patients with Progressive Keratoconus in Romania.,keep,keep,keep.content,signal='Cross-Link' ophth='Keratocon',ophthalmology_journal
30977329,2019,Korean journal of ophthalmology : KJO,Long-term Results of Mini Asymmetric Radial Keratotomy and Corneal Cross-linking for the Treatment of Keratoconus.,keep,keep,keep.content,signal='Cross-link' ophth='Cornea',ophthalmology_journal
30964230,2019,Acta ophthalmologica,Incidence and prevalence of keratoconus in Denmark - an update.,keep,keep,keep.content,signal='cross-link' ophth='keratocon',ophthalmology_journal
30962070,2019,Journal francais d'ophtalmologie,Sterile keratitis following standard corneal collagen crosslinking: A case series and literature review.,keep,keep,keep.content,signal='crosslink' ophth='keratitis',ophthalmology_journal
30949880,2019,Mycopathologia,Fungal Keratitis Caused by Colletotrichum dematium: Case Study and Review.,keep,keep,keep.content,signal='cross-link' ophth='Keratitis',
30947867,2019,Journal of cataract and refractive surgery,Reassessing transepithelial corneal crosslinking.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal;no_abstract
30947857,2019,Journal of cataract and refractive surgery,Modeling a new strategy and influencing factors for improved efficacy of accelerated corneal crosslinking.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal;no_abstract
30947752,2019,Systematic reviews,"Protocol for a systematic review, meta-analysis, and trial sequential analysis of clinical outcomes following accelerated versus conventional corneal collagen cross-linking for corneal ectasia.",keep,keep,keep.content,signal='cross-link' ophth='cornea',
30943777,2019,European journal of ophthalmology,Standard and accelerated corneal cross-linking long-term results: A randomized clinical trial.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
30928252,2019,Journal of cataract and refractive surgery,Corneal crosslinking and intracorneal ring segments for keratoconus: A randomized study of concurrent versus sequential surgery.,keep,keep,keep.content,signal='crosslink' ophth='Cornea',ophthalmology_journal
30920597,2019,JAMA ophthalmology,Clinical Evaluation and Validation of the Dutch Crosslinking for Keratoconus Score.,keep,keep,keep.content,signal='Crosslink' ophth='Keratocon',ophthalmology_journal
30906900,2019,American journal of ophthalmology case reports,Late onset corneal haze after corneal cross-linking for progressive keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
30906586,2019,Journal of ophthalmology,Management of Corneal Ectasia after LASIK with Phototherapeutic Keratectomy Combined with Photorefractive Keratectomy and Collagen Cross-Linking.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',ophthalmology_journal
30904286,2019,Journal francais d'ophtalmologie,Epithelium-off corneal cross-linking in progressive keratoconus: 6- year outcomes.,keep,keep,keep.content,signal='Epithelium-off' ophth='Epitheli',ophthalmology_journal
30900595,2019,Indian journal of ophthalmology,Pediatric keratoconus misdiagnosed as meridional amblyopia.,keep,keep,keep.content,signal='cross link' ophth='keratocon',ophthalmology_journal;no_abstract;cxl_signal_in_keywords_only
30899841,2018,Journal of current ophthalmology,"Acanthamoeba keratitis - Clinical signs, differential diagnosis and treatment.",keep,keep,keep.content,signal='riboflavin' ophth='keratitis',ophthalmology_journal
30892952,2019,Current eye research,Corneal Optical Performance After Corneal Collagen Cross-Linking In Keratoconus Patients.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',ophthalmology_journal;no_abstract
30891522,2018,Romanian journal of ophthalmology,Low light visual function after accelerated corneal Cross-Linking Protocols: 18 mW/cm2 vs. 9 mW/cm2.,keep,keep,keep.content,signal='Cross-Link' ophth='cornea',ophthalmology_journal
30887593,2019,Clinical & experimental optometry,Corneal elevation changes after forced eyelid closure in healthy participants and in patients with keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
30882540,2019,Cornea,"Letter to the Editor re: ""Corneal Collagen Cross-linking with Riboflavin and Ultraviolet A Light for Pediatric Keratoconus: Ten-Year Results"".",keep,keep,keep.content,signal='Cross-link' ophth='Cornea',ophthalmology_journal;no_abstract
30882538,2019,Cornea,Corneal Cross-Linking: The Science Beyond the Myths and Misconceptions.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',ophthalmology_journal
30880905,2019,"Clinical ophthalmology (Auckland, N.Z.)",Transepithelial accelerated versus conventional corneal collagen crosslinking in patients with keratoconus: a comparative study.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
30872596,2019,Scientific reports,Corneal remodelling and topography following biological inlay implantation with combined crosslinking in a rabbit model.,keep,manual,manual.include,Biological inlay implantation combined with CXL [Claude-proposed 2026-09-10],
30866862,2019,BMC ophthalmology,Effect of the retention ring-assisted continuous application of riboflavin in pulsed-light accelerated corneal collagen cross-linking on the progression of keratoconus.,keep,keep,keep.content,signal='riboflavin' ophth='riboflavin',ophthalmology_journal
30858022,2019,Ophthalmology,Keratoconus Natural Progression: A Systematic Review and Meta-analysis of 11 529 Eyes.,keep,keep,keep.content,signal='cross-link' ophth='Keratocon',ophthalmology_journal
30857417,2019,European journal of ophthalmology,Intraobserver reproducibility and interobserver agreement of demarcation line depth measurements following corneal cross linking.,keep,keep,keep.content,signal='cross link' ophth='cornea',ophthalmology_journal
30855098,2019,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Assessment of the Association Between In Vivo Corneal Biomechanical Changes After Corneal Cross-linking and Depth of Demarcation Line.,keep,keep,keep.content,signal='Cross-link' ophth='Cornea',ophthalmology_journal
30855097,2019,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Effectiveness of Intrastromal Corneal Ring Implantation in the Treatment of Adult Patients With Keratoconus: A Systematic Review.,keep,keep,keep.content,signal='crosslink' ophth='Cornea',ophthalmology_journal
30855096,2019,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Iontophoresis CXL With and Without Epithelial Debridement Versus Standard CXL: 2-Year Clinical Results of a Prospective Clinical Study.,keep,keep,keep.content,signal='CXL' ophth='Epitheli',ophthalmology_journal
30826578,2019,"Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy",Photocrosslinking of collagen using Ru(II)-polypyridyl complex functionalized gold nanoparticles.,exclude,manual,manual.exclude,Ru(II)/gold nanoparticle photocrosslinking of collagen; materials chemistry [Claude-proposed 2026-09-10],
30815621,2019,American journal of ophthalmology case reports,Corneal endothelial damage after simultaneous PRK and corneal cross-linking in stable keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
30809492,2019,International journal of ophthalmology,Long term efficacy and stability of corneal collagen cross linking for post-LASIK ectasia: an average of 80mo follow-up.,keep,keep,keep.content,signal='cross link' ophth='cornea',ophthalmology_journal
30809476,2019,International journal of ophthalmology,Clinical and microstructural changes with different iontophoresis-assisted corneal cross-linking methods for keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
30808595,2019,Contact lens & anterior eye : the journal of the British Contact Lens Association,Clinical evaluation of different types of contact lenses in keratoconus management.,keep,keep,keep.content,signal='cross-link' ophth='keratocon',ophthalmology_journal
30804658,2019,Molecular vision,Changes in tear biomarker levels in keratoconus after corneal collagen crosslinking.,keep,keep,keep.content,signal='crosslink' ophth='keratocon',ophthalmology_journal
30793800,2019,Clinical & experimental optometry,Optical coherence tomography imaging in keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='tomograph',ophthalmology_journal
30770866,2019,"Eye (London, England)","Response to ""Comment on: Effectiveness and safety of accelerated (9 mW/cm2) corneal collagen cross-linking for progressive keratoconus: a 24-month follow-up"".",keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal;no_abstract
30770865,2019,"Eye (London, England)","Comment on ""Effectiveness and safety of accelerated (9 mW/cm2) corneal collagen cross-linking for progressive keratoconus: a 24-month follow-up"".",keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal;no_abstract
30762310,2019,Acta ophthalmologica,Ultrahigh-resolution anterior segment optical coherence tomography for analysis of corneal microarchitecture during wound healing.,keep,keep,keep.content,signal='epi-off' ophth='tomograph',ophthalmology_journal
30756083,2019,BioMed research international,Quantitative Analysis of the Corneal Collagen Distribution after In Vivo Cross-Linking with Second Harmonic Microscopy.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',
30742225,2019,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Haze and Visual Acuity Loss After Sequential Photorefractive Keratectomy and Corneal Cross-linking for Keratoconus.,keep,keep,keep.content,signal='Cross-link' ophth='Visual Acuity',ophthalmology_journal
30733107,2019,Journal of cataract and refractive surgery,Transepithelial photorefractive intrastromal corneal crosslinking versus photorefractive keratectomy in low myopia.,keep,keep,keep.content,signal='crosslink' ophth='photorefractive',ophthalmology_journal
30729234,2019,Therapeutic advances in ophthalmology,Corneal crosslinking in a case with Axenfeld-Rieger syndrome and unilateral pellucid marginal degeneration.,keep,keep,keep.content,signal='crosslink' ophth='Cornea',ophthalmology_journal
30726402,2019,Arquivos brasileiros de oftalmologia,Accelerated collagen cross-linking in the management of advanced Acanthamoeba keratitis.,keep,keep,keep.content,signal='cross-link' ophth='keratitis',ophthalmology_journal
30705998,2019,American journal of ophthalmology case reports,Diffuse lamellar keratitis after epi-off corneal crosslinking: An under-recognized complication?,keep,keep,keep.content,signal='epi-off' ophth='keratitis',ophthalmology_journal
30690906,2019,Acta ophthalmologica,Vector analysis and Pentacam to compare standard cross-linking and photorefractive keratectomy combined with accelerated cross-linking in keratoconus management.,keep,keep,keep.content,signal='cross-link' ophth='photorefractive',ophthalmology_journal;no_abstract
30681524,2019,Cornea,Corneal Cross-Linking: Current USA Status Corneal Society Guidance Document-Erratum.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',ophthalmology_journal;no_abstract
30681515,2019,Cornea,"Comparative Functional Outcomes After Corneal Crosslinking Using Standard, Accelerated, and Accelerated With Higher Total Fluence Protocols.",keep,keep,keep.content,signal='Crosslink' ophth='Cornea',ophthalmology_journal
30679128,2019,Journal francais d'ophtalmologie,[The effects of corneal cross-linking on intraocular pressure measurement in keratoconus].,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
30662839,2019,International journal of ophthalmology,Riboflavin/ultraviolet A-induced collagen cross-linking in rabbit corneal scar.,keep,keep,keep.content,signal='Riboflavin' ophth='Riboflavin',ophthalmology_journal
30656511,2019,International ophthalmology,First experience with Oasis Collagen SOFT SHIELD® for epithelial defect after corneal cross-linking.,keep,keep,keep.content,signal='cross-link' ophth='epitheli',ophthalmology_journal
30643657,2018,Case reports in ophthalmological medicine,Corneal Cross-Linking Window Absorption (CXL-WA) as an Adjuvant Therapy in the Management of Aspergillus niger Keratitis.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',ophthalmology_journal
30632324,2018,"Journal of Ayub Medical College, Abbottabad : JAMC",Safety Of High Intensity Accelerated Corneal Collagen Cross-Linking In Keratoconus Patients On Basis Of Endothelial Cell Density.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',
30627477,2018,Translational vision science & technology,Characterization of Corneal Epithelial Cells in Keratoconus.,keep,keep,keep.content,signal='crosslink' ophth='Cornea',ophthalmology_journal;cxl_signal_in_keywords_only
30615727,2018,Biomedical optics express,Modified wavelength scanning interferometry for simultaneous tomography and topography of the cornea with Fourier domain optical coherence tomography.,keep,manual,manual.include,Interferometric tomography of pig corneas before and after CXL [Claude-proposed 2026-09-10],
30610230,2019,"Eye (London, England)",Effectiveness and safety of accelerated (9 mW/cm2) corneal collagen cross-linking for progressive keratoconus: a 24-month follow-up.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
30601930,2019,Investigative ophthalmology & visual science,Noninvasive Assessment of Corneal Crosslinking With Phase-Decorrelation Optical Coherence Tomography.,keep,keep,keep.content,signal='Crosslink' ophth='Cornea',ophthalmology_journal
30601287,2019,Cornea,Late-Onset Sterile Peripheral Ulcerative Keratitis Post-Corneal Collagen Crosslinking.,keep,keep,keep.content,signal='Crosslink' ophth='Keratitis',ophthalmology_journal
30599204,2018,Journal of AAPOS : the official publication of the American Association for Pediatric Ophthalmology and Strabismus,Pediatric corneal collagen cross-linking for keratoconus: not an experimental procedure.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal;no_abstract
30593737,2018,Acta ophthalmologica,Photoactivated chromophore corneal cross-linking (PACK-CXL) for treatment of severe keratitis.,keep,keep,keep.content,signal='Photoactivated chromophore' ophth='cornea',ophthalmology_journal
30587181,2018,BMC ophthalmology,Two-year topographic and densitometric outcomes of accelerated (45 mW/cm2) transepithelial corneal cross-linking for keratoconus: a case-control study.,keep,keep,keep.content,signal='cross-link' ophth='topograph',ophthalmology_journal
30581603,2018,Journal of ophthalmology,Under-the-Flap Crosslinking and LASIK in Early Ectasia with Hyperopic Refractive Error.,keep,keep,keep.content,signal='Crosslink' ophth='LASIK',ophthalmology_journal
30581308,2018,Saudi journal of ophthalmology : official journal of the Saudi Ophthalmological Society,Spontaneous breakage of intracorneal ring segments (ICRS) 8 years after implantation.,keep,keep,keep.content,signal='crosslink' ophth='keratocon',ophthalmology_journal
30574883,2019,Indian journal of ophthalmology,Current concepts in crosslinking thin corneas.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
30573402,2018,Journal of cataract and refractive surgery,Unilateral ectasia after small-incision lenticule extraction.,keep,keep,keep.content,signal='crosslink' ophth='ectasi',ophthalmology_journal
30555966,2018,Journal of current ophthalmology,Influence of standard corneal cross-linking in keratoconus patients on macular profile.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
30540368,2018,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Long-term Evaluation of Corneal Biomechanical Properties After Corneal Cross-linking for Keratoconus: A 4-Year Longitudinal Study.,keep,keep,keep.content,signal='Cross-link' ophth='Cornea',ophthalmology_journal
30538061,2018,Contact lens & anterior eye : the journal of the British Contact Lens Association,"Evaluation estrogen, progesteron and androgen receptor expressions in corneal epithelium in keratoconus.",keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
30529566,2018,American journal of ophthalmology,Automated Detection of the Stromal Demarcation Line Using Optical Coherence Tomography in Keratoconus Eyes After Corneal Cross-linking.,keep,keep,keep.content,signal='Cross-link' ophth='Stroma',ophthalmology_journal
30526794,2018,[Zhonghua yan ke za zhi] Chinese journal of ophthalmology,[Research advances in corneal and scleral collagen cross-linking with ultraviolet A and riboflavin].,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
30526789,2018,[Zhonghua yan ke za zhi] Chinese journal of ophthalmology,[Therapeutic efficacy of ultraviolet combined with riboflavin for the rabbit bacterial keratitis].,keep,keep,keep.content,signal='riboflavin' ophth='riboflavin',ophthalmology_journal
30520129,2018,Clinical & experimental optometry,Microbial keratitis complicated by acute hydrops following corneal collagen cross-linking for keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='keratitis',ophthalmology_journal;no_abstract
30505118,2018,Oman journal of ophthalmology,Clinical Profile of Omani Keratoconus Patients: An Experience from a tertiary referral centre in Muscat.,keep,keep,keep.content,signal='cross link' ophth='Keratocon',ophthalmology_journal
30499232,2018,Acta ophthalmologica,Standard cross-linking versus photorefractive keratectomy combined with accelerated cross-linking for keratoconus management: a comparative study.,keep,keep,keep.content,signal='cross-link' ophth='photorefractive',ophthalmology_journal
30473092,2018,Journal of cataract and refractive surgery,Corneal stromal demarcation line after 4 protocols of corneal crosslinking in keratoconus determined with anterior segment optical coherence tomography.,keep,keep,keep.content,signal='crosslink' ophth='Cornea',ophthalmology_journal;no_abstract
30448005,2018,Journal of cataract and refractive surgery,Late-onset progression of keratoconus after therapy with selective tissue estrogenic activity regulator.,keep,keep,keep.content,signal='crosslink' ophth='keratocon',ophthalmology_journal
30428099,2018,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Corneal Scarring and Hyperopic Shift After Corneal Cross-linking for Corneal Ectasia After SMILE.,keep,keep,keep.content,signal='Cross-link' ophth='Cornea',ophthalmology_journal
30428097,2018,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Oxygen Diffusion May Limit the Biomechanical Effectiveness of Iontophoresis-Assisted Transepithelial Corneal Cross-linking.,keep,keep,keep.content,signal='Cross-link' ophth='Cornea',ophthalmology_journal
30421526,2018,Acta ophthalmologica,Biomechanical efficacy of contact lens-assisted collagen cross-linking in porcine eyes.,keep,keep,keep.content,signal='cross-link' ophth='eyes',ophthalmology_journal
30421316,2018,International ophthalmology,Correlation of central and peripheral keratometric parameters after corneal collagen cross-linking in keratoconus patients.,keep,keep,keep.content,signal='cross-link' ophth='keratometr',ophthalmology_journal
30419866,2018,BMC ophthalmology,Thirty-month results after the treatment of post-LASIK ectasia with allogenic lenticule addition and corneal cross-linking: a case report.,keep,keep,keep.content,signal='cross-link' ophth='LASIK',ophthalmology_journal
30413377,2018,Contact lens & anterior eye : the journal of the British Contact Lens Association,Longitudinal corneal tomographical changes in eyes of patients with unilateral and bilateral non-progressive keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
30410923,2018,BioMed research international,Simultaneous Transepithelial Topography-Guided Photorefractive Keratectomy and Accelerated Cross-Linking in Keratoconus: 2-Year Follow-Up.,keep,keep,keep.content,signal='Cross-Link' ophth='Topograph',
30403263,2018,Arquivos brasileiros de oftalmologia,Effect of accelerated corneal crosslinking on ocular response analyzer waveform-derived parameters in progressive keratoconus.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
30402279,2018,Journal of ophthalmology,Effect of Collagen Cross-Linking on Alkali Burn-Induced Corneal Neovascularization in Rabbits.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',ophthalmology_journal
30372738,2018,Investigative ophthalmology & visual science,Influencing Factors Relating the Demarcation Line Depth and Efficacy of Corneal Crosslinking.,keep,keep,keep.content,signal='Crosslink' ophth='Cornea',ophthalmology_journal;no_abstract
30365412,2019,Cornea,Randomized Study of Collagen Cross-Linking With Conventional Versus Accelerated UVA Irradiation Using Riboflavin With Hydroxypropyl Methylcellulose: Two-Year Results.,keep,keep,keep.content,signal='Cross-Link' ophth='UVA',ophthalmology_journal
30362837,2018,Current eye research,Analysis of the Outcomes of Combined Cross-Linking with Intracorneal Ring Segment Implantation for the Treatment of Pediatric Keratoconus.,keep,keep,keep.content,signal='Cross-Link' ophth='Keratocon',ophthalmology_journal
30361711,2018,Cirugia y cirujanos,[Experiencia con crosslinking en pacientes mexicanos con queratocono y variables queratométricas como factores pronóstico de agudeza visual].,keep,keep,keep.content,signal='crosslink' ophth='keratocon',
30360937,2018,Journal of cataract and refractive surgery,Noninvasive real-time assessment of riboflavin consumption in standard and accelerated corneal crosslinking.,keep,keep,keep.content,signal='riboflavin' ophth='riboflavin',ophthalmology_journal
30347076,2018,Investigative ophthalmology & visual science,Rose Bengal and Green Light Versus Riboflavin-UVA Cross-Linking: Corneal Wound Repair Response.,keep,keep,keep.content,signal='Rose Bengal' ophth='Riboflavin',ophthalmology_journal
30340722,2018,Canadian journal of ophthalmology. Journal canadien d'ophtalmologie,Outcomes of simultaneous photorefractive keratectomy and collagen crosslinking.,keep,keep,keep.content,signal='crosslink' ophth='photorefractive',ophthalmology_journal
30328941,2018,Arquivos brasileiros de oftalmologia,Effect of the bioprotectant agent trehalose on corneal epithelial healing after corneal cross-linking for keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
30314751,2018,Journal of cataract and refractive surgery,Transepithelial versus epithelium-off corneal crosslinking for corneal ectasia.,keep,keep,keep.content,signal='epithelium-off' ophth='epitheli',ophthalmology_journal
30300828,2018,"Colloids and surfaces. B, Biointerfaces",Potentiality of microemulsion systems in treatment of ophthalmic disorders: Keratoconus and dry eye syndrome - In vivo study.,keep,keep,keep.content,signal='riboflavin' ophth='ophthalm',
30296330,2018,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Outcomes of Simultaneous and Sequential Cross-linking With Excimer Laser Surface Ablation in Keratoconus.,keep,keep,keep.content,signal='Cross-link' ophth='Keratocon',ophthalmology_journal
30284383,2018,Acta ophthalmologica,Superior outcome of corneal collagen cross-linking using riboflavin with methylcellulose than riboflavin with dextran as the main supplement.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
30271113,2018,"Clinical ophthalmology (Auckland, N.Z.)",Macular phototoxicity after corneal cross-linking.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
30255714,2018,European journal of ophthalmology,Biomechanical efficacy of corneal cross-linking using hypoosmolar riboflavin solution.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
30250236,2018,"Eye (London, England)",Localised corneal haze and scarring following pulsed accelerated collagen cross-linking for keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal;no_abstract
30238016,2018,"Eye and vision (London, England)",Bowman layer transplantation in the treatment of keratoconus.,keep,keep,keep.content,signal='crosslink' ophth='keratocon',ophthalmology_journal
30228014,2018,Journal of cataract and refractive surgery,Corneal crosslinking without epithelial removal.,keep,keep,keep.content,signal='crosslink' ophth='Cornea',ophthalmology_journal
30214908,2018,"Eye and vision (London, England)",Corneal collagen crosslinking in patients treated with dextran versus isotonic hydroxypropyl methylcellulose (HPMC) riboflavin solution: a retrospective analysis.,keep,keep,keep.content,signal='crosslink' ophth='Cornea',ophthalmology_journal
30213993,2018,Scientific reports,Microwave treatment of the cornea leads to localised disruption of the extracellular matrix.,keep,keep,keep.content,signal='cross-link' ophth='cornea',
30211742,2018,Cornea,Appropriate Sequence of Combined Intracorneal Ring Implantation and Corneal Collagen Cross-Linking in Keratoconus: A Systematic Review and Meta-Analysis.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',ophthalmology_journal
30202610,2018,Turkish journal of ophthalmology,Evaluation of Corneal Biomechanical Changes After Collagen Crosslinking in Patients with Progressive Keratoconus by Ocular Response Analyzer.,keep,keep,keep.content,signal='Crosslink' ophth='Cornea',ophthalmology_journal
30199567,2018,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Influence of Microstructure on Stiffening Effects of Corneal Cross-linking Treatment.,keep,keep,keep.content,signal='Cross-link' ophth='Cornea',ophthalmology_journal
30197951,2018,Journal of current ophthalmology,Multipoint assessment of demarcation line depth after standard and accelerated cross-linking in central and inferior keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='keratocon',ophthalmology_journal
30197718,2018,The open ophthalmology journal,Simultaneous Accelerated Corneal Crosslinking and Laser In situ Keratomileusis for the Treatment of High Myopia in Asian Eyes.,keep,keep,keep.content,signal='Crosslink' ophth='Cornea',ophthalmology_journal;no_abstract
30193317,2018,Investigative ophthalmology & visual science,Author Response: The Role of Riboflavin Concentration and Oxygen in the Efficacy and Depth of Corneal Crosslinking.,keep,keep,keep.content,signal='Riboflavin' ophth='Riboflavin',ophthalmology_journal;no_abstract
30193316,2018,Investigative ophthalmology & visual science,The Role of Riboflavin Concentration and Oxygen in the Efficacy and Depth of Corneal Crosslinking.,keep,keep,keep.content,signal='Riboflavin' ophth='Riboflavin',ophthalmology_journal;no_abstract
30161054,2018,Cornea,Impact of Iontophoresis and PACK-CXL Corneal Concentrations of Antifungals in an In Vivo Model.,keep,keep,keep.content,signal='PACK-CXL' ophth='Cornea',ophthalmology_journal
30159325,2018,BioMed research international,Time Course of Changes in Simulated Keratometry and Total Corneal Refractive Power after Corneal Collagen Cross-Linking for Progressive Keratoconus.,keep,keep,keep.content,signal='Cross-Link' ophth='Keratometr',
30157054,2018,Cornea,Correlation of Demarcation Line Depth With Medium-Term Efficacy of Different Corneal Collagen Cross-Linking Protocols in Keratoconus.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',ophthalmology_journal
30157048,2018,Cornea,Keratoconus Progression After Corneal Cross-Linking in Eyes With Preoperative Maximum Keratometry Values of 58 Diopters and Steeper.,keep,keep,keep.content,signal='Cross-Link' ophth='Keratocon',ophthalmology_journal
30151277,2018,Journal of ophthalmology,Epi-Off versus Epi-On Corneal Collagen Cross-Linking in Keratoconus Patients: A Comparative Study through 2-Year Follow-Up.,keep,keep,keep.content,signal='Epi-Off' ophth='Cornea',ophthalmology_journal
30140651,2018,International journal of ophthalmology,Changes in interleukin-6 tear concentration and clinical outcome in moderate-to-severe bacterial corneal ulcers after corneal collagen cross-linking.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
