pmid,status,year,journal,title,arm,flags
25840310,added,2015,Journal of cataract and refractive surgery,Clinical usefulness of best-fit toric ellipsoid reference body in ectatic and crosslinked corneas.,bare_crosslink+disease,ophthalmology_journal;no_abstract
25830534,added,2015,PloS one,Understanding of the viscoelastic response of the human corneal stroma induced by riboflavin/UV-a cross-linking at the nano level.,riboflavin_uv|bare_crosslink+disease,
25795914,added,2015,The British journal of ophthalmology,High-irradiance CXL combined with myopic LASIK: flap and residual stroma biomechanical properties studied ex-vivo.,CXL_abbrev|riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
25768385,added,2015,Cornea,Riboflavin-UV--a crosslinking for fixation of biosynthetic corneal collagen implants.,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
25751841,added,2015,"Journal of refractive surgery (Thorofare, N.J. : 1995)","Persistent stromal scar after PRK and CXL: different preoperative findings, similar complication.",CXL_abbrev,ophthalmology_journal;no_abstract
25699261,added,2015,BioMed research international,"Viability, apoptosis, proliferation, activation, and cytokine secretion of human keratoconus keratocytes after cross-linking.",CXL_abbrev|riboflavin_uv|bare_crosslink+disease,
25637236,added,2015,Journal francais d'ophtalmologie,[Evaluation of in vitro efficacy of combined riboflavin and ultraviolet-A (365 nm) for Acanthamoeba].,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
25533553,added,2014,[Zhonghua yan ke za zhi] Chinese journal of ophthalmology,[The status quo and expectation of corneal research in China].,corneal_cxl_phrase|collagen_cxl_phrase,ophthalmology_journal
25488640,added,2015,American journal of ophthalmology,Confocal microscopy analysis of corneal changes after photorefractive keratectomy plus cross-linking for keratoconus: 4-year follow-up.,bare_crosslink+disease,ophthalmology_journal;no_abstract
25468492,added,2014,Pathologie-biologie,A genetic anomaly of oriented collagen biosynthesis and cross-linking: Keratoconus.,CXL_abbrev|bare_crosslink+disease,
25397786,added,2014,"Eye (London, England)",Response to O'Brart: 'Is accelerated cross-linking the way forward? Yes or No'.,bare_crosslink+disease,ophthalmology_journal;no_abstract;ophthalmic_term_absent_journal_vouches
25363069,added,2014,Cutaneous and ocular toxicology,Can possible toxic effect of ultraviolet-A after corneal cross-linking be prevented? In vitro transmittance study of contact lenses at 370 nm wavelength.,corneal_cxl_phrase|collagen_cxl_phrase|riboflavin_uv,ophthalmology_journal
25343263,added,2014,Eye & contact lens,Corneal collagen cross-linking: a review of 1-year outcomes.,corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev,ophthalmology_journal
25063407,added,2014,Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine,Acoustic radiation force for noninvasive evaluation of corneal biomechanical changes induced by cross-linking therapy.,riboflavin_uv|bare_crosslink+disease,
24999102,added,2014,The ocular surface,Epithelium-off photochemical corneal collagen cross-linkage using riboflavin and ultraviolet a for keratoconus and keratectasia: a systematic review and meta-an,corneal_cxl_phrase|collagen_cxl_phrase|epi_on_off|riboflavin_uv,ophthalmology_journal
24878307,added,2014,American journal of ophthalmology,Confocal microscopy analysis of corneal changes after photorefractive keratectomy plus cross-linking for keratoconus: 4-year follow-up.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
24838866,added,2014,Der Ophthalmologe : Zeitschrift der Deutschen Ophthalmologischen Gesellschaft,[Treatment options for bacterial keratitis : Crosslinking versus thermocauterization].,bare_crosslink+disease,ophthalmology_journal;no_abstract
24792103,added,2014,American journal of ophthalmology,Assessment of rose bengal versus riboflavin photodynamic therapy for inhibition of fungal keratitis isolates.,none_in_text,ophthalmology_journal
24766510,added,2014,Clinical & experimental optometry,Re: silicone hydrogel mini-scleral contact lenses in early stage after corneal collagen cross-linking for keratoconus: a retrospective case series.,corneal_cxl_phrase|collagen_cxl_phrase,ophthalmology_journal;no_abstract
24763473,added,2014,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Keratoconus management: long-term stability of topography-guided normalization combined with high-fluence CXL stabilization (the Athens Protocol).,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
24730252,added,2014,Journal of nanoscience and nanotechnology,Medical applications of atomic force microscopy and Raman spectroscopy.,collagen_cxl_phrase,
24722697,added,2014,Investigative ophthalmology & visual science,Pharmacologic alternatives to riboflavin photochemical corneal cross-linking: a comparison study of cell toxicity thresholds.,corneal_cxl_phrase|CXL_abbrev,ophthalmology_journal
24711659,added,2014,The British journal of ophthalmology,Collagen crosslinking in the management of advanced non-resolving microbial keratitis.,corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev,ophthalmology_journal
24622298,added,2014,Cornea,Epithelial remodeling after femtosecond laser-assisted high myopic LASIK: comparison of stand-alone with LASIK combined with prophylactic high-fluence cross-lin,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
24386903,added,2014,Expert opinion on drug delivery,"Fast-dissolving ocular films of riboflavin acetate conjugate for treatment of keratoconus in UVA-CXL procedure: ex vivo permeation, hemolytic toxicity and apopt",CXL_abbrev|riboflavin_uv,
24355744,added,2014,Journal of cataract and refractive surgery,Safety of extended use of hypoosmolar riboflavin in crosslinking.,bare_crosslink+disease,ophthalmology_journal;no_abstract
24307631,added,2013,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Big bubble DALK after CXL in keratoconic patients.,CXL_abbrev,ophthalmology_journal;no_abstract
24257538,added,2013,Redox report : communications in free radical research,UVA irradiation of riboflavin generates oxygen-dependent hydroxyl radicals.,riboflavin_uv|bare_crosslink+disease,
24205928,added,2013,Ocular immunology and inflammation,Increased reaction after cross-linking in keratoconus melanoderm patients.,bare_crosslink+disease,ophthalmology_journal;no_abstract
24106128,added,2013,Macromolecular bioscience,Hydrogen-bonded complexes and blends of poly(acrylic acid) and methylcellulose: nanoparticles and mucoadhesive films for ocular delivery of riboflavin.,corneal_cxl_phrase,
23998198,added,2013,Photochemistry and photobiology,Aliphatic β-nitroalcohols for therapeutic corneoscleral cross-linking: chemical stability studies using 1H-NMR spectroscopy.,bare_crosslink+disease,
23960934,added,2011,Saudi journal of ophthalmology : official journal of the Saudi Ophthalmological Society,Femtosecond-UVA-riboflavin (FUR) cross-linking approach to penetrating keratoplasty and anterior lamellar keratoplasty.,corneal_cxl_phrase|collagen_cxl_phrase|riboflavin_uv,ophthalmology_journal
23807006,added,2013,Cornea,"Impact of keratoconus, cross-linking and cross-linking combined with topography-guided photorefractive keratectomy on self-reported quality of life: a 3-year up",bare_crosslink+disease,ophthalmology_journal;no_abstract
23715147,added,2012,Arquivos brasileiros de oftalmologia,Antimicrobial susceptibility of photodynamic therapy (UVA/riboflavin) against Staphylococcus aureus.,riboflavin_uv,ophthalmology_journal
23714037,added,2013,[Zhonghua yan ke za zhi] Chinese journal of ophthalmology,[Advanced research in the safety of UVA-riboflavin cross-linking for strengthening corneal and scleral tissue].,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
23659231,added,2013,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Biological and biomechanical responses to traditional epithelium-off and transepithelial riboflavin-UVA CXL techniques in rabbits.,corneal_cxl_phrase|CXL_abbrev|epi_on_off|riboflavin_uv,ophthalmology_journal
23623018,added,2012,Archivos de la Sociedad Espanola de Oftalmologia,Early confocal microscopy findings after cross-linking treatment.,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
23583042,added,2013,The ocular surface,Corneal crosslinking with riboflavin and ultraviolet A. I. Principles.,corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev|epi_on_off|riboflavin_uv,ophthalmology_journal
23515869,added,2013,Journal of biomedical optics,Nonlinear optical collagen cross-linking and mechanical stiffening: a possible photodynamic therapeutic approach to treating corneal ectasia.,collagen_cxl_phrase|CXL_abbrev,
23506012,added,2013,Clinical & experimental optometry,Silicone hydrogel mini-scleral contact lenses in early stage after corneal collagen cross-linking for keratoconus: a retrospective case series.,corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev,ophthalmology_journal
23402595,added,2013,Current eye research,Scanning acoustic microscopy for mapping the microelastic properties of human corneal tissue.,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
23355529,added,2013,The British journal of ophthalmology,Riboflavin/ultravoilet light-mediated crosslinking for fungal keratitis.,bare_crosslink+disease,ophthalmology_journal;no_abstract
23185178,added,2012,Case reports in ophthalmology,Limbal Stem Cell Allografts and Corneal Transplant in a Patient with Severe Corneal Melting and Perforation due to Thermokeratoplasty and Cross-Linking Treatmen,bare_crosslink+disease,ophthalmology_journal
23053334,added,2012,Der Ophthalmologe : Zeitschrift der Deutschen Ophthalmologischen Gesellschaft,[Corneal ulcer caused by MRSA after UV/riboflavin cross-linking in a patient with bilateral keratoconus].,bare_crosslink+disease,ophthalmology_journal
23022158,added,2012,American journal of ophthalmology,Photorefractive keratectomy followed by cross-linking versus cross-linking alone for management of progressive keratoconus: two-year follow-up.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
22906467,added,2012,Journal of cataract and refractive surgery,Transepithelial crosslinking.,bare_crosslink+disease,ophthalmology_journal;no_abstract;ophthalmic_term_absent_journal_vouches
22879413,added,2012,Investigative ophthalmology & visual science,"Fibrinogen, riboflavin, and UVA to immobilize a corneal flap--molecular mechanisms.",riboflavin_uv,ophthalmology_journal
22868444,added,2012,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,Corneal endothelial loss after crosslinking with riboflavin and ultraviolet-A.,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal;no_abstract
22814080,added,2012,Journal of cataract and refractive surgery,Crosslinking and toric phakic IOL in keratoconus.,bare_crosslink+disease,ophthalmology_journal;no_abstract
22736617,added,2012,Investigative ophthalmology & visual science,Corneal biomechanical properties from two-dimensional corneal flap extensiometry: application to UV-riboflavin cross-linking.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
22710492,added,2012,Cornea,Photo-activated riboflavin therapy of refractory corneal ulcers.,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
22589434,added,2012,Investigative ophthalmology & visual science,"Fibrinogen, riboflavin, and UVA to immobilize a corneal flap--conditions for tissue adhesion.",riboflavin_uv,ophthalmology_journal
22553753,added,2012,International journal of ophthalmology,Study on the optical property and biocompatibility of a tissue engineering cornea.,collagen_cxl_phrase,ophthalmology_journal
22472250,added,2012,Ophthalmology,Crosslinking for recurrent keratoconus.,bare_crosslink+disease,ophthalmology_journal;no_abstract
22435096,added,2012,Biomedical optics express,Dynamic OCT measurement of corneal deformation by an air puff in normal and cross-linked corneas.,riboflavin_uv|bare_crosslink+disease,
22362227,added,2012,La Clinica terapeutica,[Is viscoelastic the corneal tissue?].,riboflavin_uv|bare_crosslink+disease,
22349981,added,2012,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,Response to: Evaluation of combined riboflavin and ultraviolet A as an alternative treatment for keratitis.,riboflavin_uv,ophthalmology_journal;no_abstract
22331148,added,2012,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,Evaluation of combined riboflavin and ultraviolet A as an alternative treatment for keratitis.,riboflavin_uv,ophthalmology_journal;no_abstract
22267456,added,2012,European journal of ophthalmology,Riboflavin's time-dependent degradation rate induced by ultraviolet A irradiation.,riboflavin_uv,ophthalmology_journal
22222507,added,2012,Investigative ophthalmology & visual science,Optimization model for UV-riboflavin corneal cross-linking.,corneal_cxl_phrase|riboflavin_uv,ophthalmology_journal
22058341,added,2011,Investigative ophthalmology & visual science,Assessing efficacy of combined riboflavin and UV-A light (365 nm) treatment of Acanthamoeba trophozoites.,riboflavin_uv,ophthalmology_journal
21941509,added,2011,Case reports in ophthalmology,Ultraviolet-a light and riboflavin therapy for acanthamoeba keratitis: a case report.,riboflavin_uv,ophthalmology_journal
21795286,added,2011,The British journal of ophthalmology,Influence of contact lens wear on the results of ultraviolet A/riboflavin cross-linking for progressive keratoconus.,CXL_abbrev|riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
21751766,added,2011,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Cross-linking in progressive keratoconus using an epithelial debridement or intrastromal pocket technique after previous corneal ring segment implantation.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
21732526,added,2011,Journal of biomedical materials research. Part A,Photochemical cross-linking of plastically compressed collagen gel produces an optimal scaffold for corneal tissue engineering.,riboflavin_uv|bare_crosslink+disease,
21718406,added,2011,Clinical & experimental ophthalmology,In vivo confocal laser-scanning microscopy to characterize wound repair in rabbit corneas after collagen cross-linking.,collagen_cxl_phrase|riboflavin_uv,ophthalmology_journal
21656433,added,2011,Klinische Monatsblatter fur Augenheilkunde,[Effect of various compositions of riboflavin eye drops on the intraoperative corneal thickness during UVA-cross-linking in keratoconus eyes].,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
21498616,added,2011,Investigative ophthalmology & visual science,Combined nonlinear and femtosecond confocal laser-scanning microscopy of rabbit corneas after photochemical cross-linking.,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
21464703,added,2011,Cornea,Keratopathy after cross-linking for keratoconus.,bare_crosslink+disease,ophthalmology_journal
21310802,added,2011,The British journal of ophthalmology,Air-pulse corneal applanation signal curve parameters for the characterisation of keratoconus.,CXL_abbrev|bare_crosslink+disease,ophthalmology_journal
21282989,added,2011,Cornea,UV-riboflavin cross-linking of the cornea in bullous keratopathy: appraising the rationale.,bare_crosslink+disease,ophthalmology_journal;no_abstract
21275608,added,2011,Current eye research,Examining the suitability of riboflavin/UVA treatment for strengthening the stromal bioequivalent of a human cornea construct.,collagen_cxl_phrase|riboflavin_uv,ophthalmology_journal
21183111,added,2011,Journal of cataract and refractive surgery,"Adhesion of laser in situ keratomileusis-like flaps in the cornea: Effects of crosslinking, stromal fibroblasts, and cytokine treatment.",CXL_abbrev|riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
21162471,added,2010,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Corneal wound healing after ultraviolet-A/riboflavin collagen cross-linking: a rabbit study.,corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev|riboflavin_uv,ophthalmology_journal
21155987,added,2010,Acta ophthalmologica,No retinal morphology changes after use of riboflavin and long-wavelength ultraviolet light for treatment of keratoconus.,riboflavin_uv,ophthalmology_journal;no_abstract
21110504,added,2010,Bulletin de la Societe belge d'ophtalmologie,UVA/riboflavin crosslinking as treatment for corneal melting.,CXL_abbrev|riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
20958193,added,2010,Current eye research,Correlation between UV absorption and riboflavin concentration in different depths of the cornea in CXL.,CXL_abbrev,ophthalmology_journal;no_abstract
20888486,added,2010,Ophthalmology,Pachymetry during Cross-linking.,bare_crosslink+disease,ophthalmology_journal;no_abstract
20884060,added,2010,Ophthalmology,Riboflavin and ultraviolet light a therapy as an adjuvant treatment for medically refractive Acanthamoeba keratitis: report of 3 cases.,riboflavin_uv,ophthalmology_journal
20654221,added,2010,[Zhonghua yan ke za zhi] Chinese journal of ophthalmology,[The progress of corneal crosslink in corneal disease].,corneal_cxl_phrase|riboflavin_uv,ophthalmology_journal
20335618,added,2010,Investigative ophthalmology & visual science,In vitro efficacy of antifungal treatment using riboflavin/UV-A (365 nm) combination and amphotericin B.,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
20334780,added,2010,Ugeskrift for laeger,[UVA riboflavin-crosslinking: promising keratoconus treatment].,riboflavin_uv|bare_crosslink+disease,no_abstract
20107418,added,2010,Eye & contact lens,The absorption characteristics of the human cornea in ultraviolet-a crosslinking.,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
20091179,added,2010,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,Bactericidal effect of photo-activated riboflavin using UVA.,riboflavin_uv,ophthalmology_journal;no_abstract
20053427,added,2010,Acta histochemica,"Lectin binding in normal, keratoconus and cross-linked human corneas.",bare_crosslink+disease,
20000284,added,2009,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Remodeling effect of cross-linking.,bare_crosslink+disease,ophthalmology_journal;no_abstract;ophthalmic_term_absent_journal_vouches
19928694,added,2009,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Sequential in vivo confocal microscopy study of corneal wound healing after cross-linking in patients with keratoconus.,corneal_cxl_phrase|collagen_cxl_phrase|CXL_abbrev|riboflavin_uv,ophthalmology_journal
19921518,added,2009,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,Evaluation of antibacterial efficacy of photo-activated riboflavin using ultraviolet light (UVA).,riboflavin_uv,ophthalmology_journal
19853404,added,2009,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,"Keratoconus, cross-link-induction, comparison between fitting exponential function and a fitting equation obtained by a mathematical model.",riboflavin_uv|bare_crosslink+disease,
19432845,added,2009,Acta ophthalmologica,Histological changes in human cornea after cross-linking with riboflavin and ultraviolet A.,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal;no_abstract
19411973,added,2009,Cornea,Polymicrobial keratitis after a collagen cross-linking procedure with postoperative use of a contact lens: a case report.,collagen_cxl_phrase|riboflavin_uv,ophthalmology_journal
18811120,added,2008,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Staged intrastromal delivery of riboflavin with UVA cross-linking in advanced bullous keratopathy: laboratory investigation and first clinical case.,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
18791720,added,2008,Der Ophthalmologe : Zeitschrift der Deutschen Ophthalmologischen Gesellschaft,[Haze or calcific band keratopathy after crosslinking treatment?].,bare_crosslink+disease,ophthalmology_journal;no_abstract;ophthalmic_term_absent_journal_vouches
18698146,added,2008,Ophthalmologica. Journal international d'ophtalmologie. International journal of ophthalmology. Zeitschrift fur Augenheilkunde,UVA/riboflavin-induced apoptosis in mouse cornea.,riboflavin_uv,ophthalmology_journal
18498974,added,2008,Journal of cataract and refractive surgery,Crosslinking for iatrogenic keratectasia after LASIK and for keratoconus.,bare_crosslink+disease,ophthalmology_journal;no_abstract
18362667,added,2008,Cornea,Gel electrophoretic analysis of corneal collagen after photodynamic cross-linking treatment.,collagen_cxl_phrase|riboflavin_uv,ophthalmology_journal
18236379,added,2008,Klinische Monatsblatter fur Augenheilkunde,[Corneal melting after cross-linking and deep lamellar keratoplasty in a keratoconus patient].,bare_crosslink+disease,ophthalmology_journal
18055575,added,2007,The British journal of ophthalmology,Non-destructive mechanical characterisation of UVA/riboflavin crosslinked collagen hydrogels.,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
17900232,added,2007,Journal of ocular pharmacology and therapeutics : the official journal of the Association for Ocular Pharmacology and Therapeutics,Induction of ultraviolet cataracts in vitro: prevention by pyruvate.,none_in_text,ophthalmology_journal
17846958,added,2007,Klinische Monatsblatter fur Augenheilkunde,[Cross linking].,bare_crosslink+disease,ophthalmology_journal;no_abstract;ophthalmic_term_absent_journal_vouches
17720054,added,2007,Journal of cataract and refractive surgery,Hydration behavior of porcine cornea crosslinked with riboflavin and ultraviolet A.,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal;no_abstract
17525659,added,2007,Cornea,Wound healing in the rabbit cornea after corneal collagen cross-linking with riboflavin and UVA.,corneal_cxl_phrase|collagen_cxl_phrase|riboflavin_uv,ophthalmology_journal
16565005,added,2006,Journal of cataract and refractive surgery,Biomechanical evidence of the distribution of cross-links in corneas treated with riboflavin and ultraviolet A light.,riboflavin_uv|bare_crosslink+disease,ophthalmology_journal
14612343,added,2003,Drug delivery,In vitro and in vivo characterization of scleral implant of indomethacin: role of plasticizer and cross-linking time.,bare_crosslink+disease,
40134920,removed,2025,Frontiers in medicine,Editorial: Seeing is believing: cutting-edge technologies transforming ophthalmology.,filtered:,
39070790,removed,2024,Frontiers in pharmacology,Editorial: Research and advances on medication for corneal diseases and surgery.,filtered:,
36361942,removed,2022,International journal of molecular sciences,Topical Omega-3 Fatty Acids Eyedrops in the Treatment of Dry Eye and Ocular Surface Disease: A Systematic Review.,filtered:,
34277654,removed,2021,Frontiers in medicine,Shaping Eyeballs by Scleral Collagen Cross-Linking: A Hypothesis for Myopia Treatment.,filtered:,
33549965,removed,2021,Medical hypotheses,Vitreous collagen cross-linking and maturation and interactions with internal limiting membrane (ILM) collagen may have a potential role in modulating postnatal,filtered:,
30826578,removed,2019,"Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy",Photocrosslinking of collagen using Ru(II)-polypyridyl complex functionalized gold nanoparticles.,filtered:,
29799859,removed,2018,PloS one,Transient viscous response of the human cornea probed with the Surface Force Apparatus.,filtered:,
25955559,removed,2015,Journal of the mechanical behavior of biomedical materials,Air-puff associated quantification of non-linear biomechanical properties of the human cornea in vivo.,filtered:,
24265319,removed,2013,The Journal of biological chemistry,"Lateral growth limitation of corneal fibrils and their lamellar stacking depend on covalent collagen cross-linking by transglutaminase-2 and lysyl oxidases, res",filtered:,
20006338,removed,2009,Journal of biomechanics,Biomechanical model of human cornea based on stromal microstructure.,filtered:,
19686668,removed,2009,Biophysical journal,Structural characterization of edematous corneas by forward and backward second harmonic generation imaging.,filtered:,
12462640,removed,2002,Photochemistry and photobiology,Photoactivated coumaryl-diazopyruvate fluorescent label for amine functional groups of tissues containing type-I collagen.,filtered:,
